H,TWI,Aspect,Hillshade,Roughness,Slope,Temperature_merra_1000hpa,T_rp5,Time,DayOfYear,X,Y
110,5.604355062,135.0,168,2,1.31,290.3,22.9,1080,158,50.8,44.56667
110,5.457891817,135.0,168,2,1.31,285.61,10.4,0,159,50.8,44.56667
110,5.509486824,135.0,168,2,1.31,291.79,12.0,360,159,50.8,44.56667
110,5.645963939,135.0,168,2,1.31,291.34,25.4,1080,159,50.8,44.56667
110,5.677586685,135.0,168,2,1.31,295.07,26.3,720,159,50.8,44.56667
110,5.184937587,135.0,168,2,1.31,292.33,13.4,360,160,50.8,44.56667
110,5.279805825,135.0,168,2,1.31,285.43,14.2,0,160,50.8,44.56667
110,5.323079057,135.0,168,2,1.31,293.3,26.6,1080,160,50.8,44.56667
110,5.374674064,135.0,168,2,1.31,297.23,28.4,720,160,50.8,44.56667
110,5.151650485,135.0,168,2,1.31,299.4,29.8,720,161,50.8,44.56667
110,5.163300971,135.0,168,2,1.31,296.34,14.6,360,161,50.8,44.56667
110,5.294785021,135.0,168,2,1.31,290.74,29.4,1080,161,50.8,44.56667
110,5.338058252,135.0,168,2,1.31,288.56,15.2,0,161,50.8,44.56667
110,5.243190014,135.0,168,2,1.31,285.93,16.0,360,162,50.8,44.56667
110,5.4029681,135.0,168,2,1.31,284.41,18.8,0,162,50.8,44.56667
110,5.524466019,135.0,168,2,1.31,285.06,14.1,1080,162,50.8,44.56667
110,5.660943135,135.0,168,2,1.31,288.43,13.0,720,162,50.8,44.56667
110,5.256504854,135.0,168,2,1.31,283.77,18.4,1080,163,50.8,44.56667
110,5.571067961,135.0,168,2,1.31,288.33,14.3,360,163,50.8,44.56667
110,5.607683773,135.0,168,2,1.31,284.5,13.0,0,163,50.8,44.56667
110,5.697558946,135.0,168,2,1.31,287.95,18.5,720,163,50.8,44.56667
110,5.266490985,135.0,168,2,1.31,287.66,12.6,360,164,50.8,44.56667
110,5.288127601,135.0,168,2,1.31,288.96,19.4,1080,164,50.8,44.56667
110,5.291456311,135.0,168,2,1.31,294.88,17.8,720,164,50.8,44.56667
110,5.296449376,135.0,168,2,1.31,284.76,13.7,0,164,50.8,44.56667
110,5.27481276,135.0,168,2,1.31,290.1,18.3,0,165,50.8,44.56667
110,5.474535368,135.0,168,2,1.31,294.35,24.7,720,165,50.8,44.56667
110,5.5510957,135.0,168,2,1.31,291.67,25.0,1080,165,50.8,44.56667
110,5.647628294,135.0,168,2,1.31,294.97,18.9,360,165,50.8,44.56667
110,5.259833564,135.0,168,2,1.31,294.97,29.1,720,166,50.8,44.56667
110,5.306435506,135.0,168,2,1.31,294.97,19.9,360,166,50.8,44.56667
110,5.620998613,135.0,168,2,1.31,294.97,23.5,1080,166,50.8,44.56667
110,5.739167822,135.0,168,2,1.31,294.97,17.6,0,166,50.8,44.56667
110,5.141664355,135.0,168,2,1.31,294.97,26.5,1080,167,50.8,44.56667
110,5.223217753,135.0,168,2,1.31,294.97,17.7,0,167,50.8,44.56667
110,5.289791956,135.0,168,2,1.31,294.97,28.9,720,167,50.8,44.56667
110,5.417947295,135.0,168,2,1.31,294.97,17.4,360,167,50.8,44.56667
110,5.554424411,135.0,168,2,1.31,294.97,28.0,720,168,50.8,44.56667
110,5.596033287,135.0,168,2,1.31,294.97,27.0,1080,168,50.8,44.56667
110,5.622662968,135.0,168,2,1.31,294.97,18.9,360,168,50.8,44.56667
110,5.657614424,135.0,168,2,1.31,294.97,18.6,0,168,50.8,44.56667
110,5.224882108,135.0,168,2,1.31,294.97,23.3,1080,169,50.8,44.56667
110,5.539445215,135.0,168,2,1.31,294.97,17.8,0,169,50.8,44.56667
110,5.700887656,135.0,168,2,1.31,294.97,25.3,720,169,50.8,44.56667
110,5.724188627,135.0,168,2,1.31,294.97,16.3,360,169,50.8,44.56667
110,5.15331484,135.0,168,2,1.31,294.97,13.5,0,170,50.8,44.56667
110,5.334729542,135.0,168,2,1.31,294.97,21.3,1080,170,50.8,44.56667
110,5.368016644,135.0,168,2,1.31,294.97,21.2,720,170,50.8,44.56667
110,5.391317614,135.0,168,2,1.31,294.97,11.2,360,170,50.8,44.56667
110,5.176615811,135.0,168,2,1.31,294.97,13.6,0,171,50.8,44.56667
110,5.181608877,135.0,168,2,1.31,294.97,23.8,1080,171,50.8,44.56667
110,5.188266297,135.0,168,2,1.31,294.97,14.5,360,171,50.8,44.56667
110,5.319750347,135.0,168,2,1.31,294.97,25.6,720,171,50.8,44.56667
110,5.238196949,135.0,168,2,1.31,294.97,13.1,0,172,50.8,44.56667
110,5.477864078,135.0,168,2,1.31,294.97,21.4,720,172,50.8,44.56667
110,5.569403606,135.0,168,2,1.31,294.97,19.6,1080,172,50.8,44.56667
110,5.707545076,135.0,168,2,1.31,294.97,12.1,360,172,50.8,44.56667
110,5.189930652,135.0,168,2,1.31,286.21,21.8,1080,173,50.8,44.56667
110,5.208238558,135.0,168,2,1.31,285.28,10.3,360,173,50.8,44.56667
110,5.303106796,135.0,168,2,1.31,288.81,20.4,720,173,50.8,44.56667
110,5.53778086,135.0,168,2,1.31,281.54,8.9,0,173,50.8,44.56667
110,5.186601942,135.0,168,2,1.31,287.31,18.0,360,174,50.8,44.56667
110,5.309764216,135.0,168,2,1.31,282.61,13.6,0,174,50.8,44.56667
110,5.516144244,135.0,168,2,1.31,287.54,18.0,1080,174,50.8,44.56667
110,5.659278779,135.0,168,2,1.31,289.79,17.2,720,174,50.8,44.56667
110,5.577725381,135.0,168,2,1.31,289.04,17.1,360,175,50.8,44.56667
110,5.592704577,135.0,168,2,1.31,291.96,25.5,720,175,50.8,44.56667
110,5.602690707,135.0,168,2,1.31,291.96,27.6,1080,175,50.8,44.56667
110,5.609348128,135.0,168,2,1.31,284.01,16.4,0,175,50.8,44.56667
110,5.476199723,135.0,168,2,1.31,284.01,18.7,0,176,50.8,44.56667
110,5.507822469,135.0,168,2,1.31,284.01,17.3,720,176,50.8,44.56667
110,5.54110957,135.0,168,2,1.31,284.01,17.5,360,176,50.8,44.56667
110,5.68257975,135.0,168,2,1.31,284.01,19.6,1080,176,50.8,44.56667
110,5.14665742,135.0,168,2,1.31,284.01,23.0,1080,177,50.8,44.56667
110,5.234868239,135.0,168,2,1.31,284.01,11.7,360,177,50.8,44.56667
110,5.258169209,135.0,168,2,1.31,284.01,25.1,720,177,50.8,44.56667
110,5.737503467,135.0,168,2,1.31,284.01,10.6,0,177,50.8,44.56667
110,5.14998613,135.0,168,2,1.31,284.01,16.0,0,178,50.8,44.56667
110,5.329736477,135.0,168,2,1.31,284.01,18.8,1080,178,50.8,44.56667
110,5.382995839,135.0,168,2,1.31,292.09,16.5,360,178,50.8,44.56667
110,5.41961165,135.0,168,2,1.31,292.09,21.4,720,178,50.8,44.56667
110,5.14332871,135.0,168,2,1.31,292.09,14.0,360,179,50.8,44.56667
110,5.236532594,135.0,168,2,1.31,292.09,21.9,720,179,50.8,44.56667
110,5.286463245,135.0,168,2,1.31,292.09,22.3,1080,179,50.8,44.56667
110,5.324743412,135.0,168,2,1.31,292.09,13.2,0,179,50.8,44.56667
110,5.168294036,135.0,168,2,1.31,292.09,28.9,720,180,50.8,44.56667
110,5.27814147,135.0,168,2,1.31,292.09,21.2,1080,180,50.8,44.56667
110,5.328072122,135.0,168,2,1.31,292.09,14.7,0,180,50.8,44.56667
110,5.444576976,135.0,168,2,1.31,292.09,14.7,360,180,50.8,44.56667
110,5.536116505,135.0,168,2,1.31,292.09,23.2,720,181,50.8,44.56667
110,5.612676838,135.0,168,2,1.31,292.09,20.1,1080,181,50.8,44.56667
110,5.689237171,135.0,168,2,1.31,292.09,16.4,360,181,50.8,44.56667
110,5.732510402,135.0,168,2,1.31,292.09,16.9,0,181,50.8,44.56667
110,5.549431345,135.0,168,2,1.31,292.09,18.4,720,182,50.8,44.56667
110,5.552760055,135.0,168,2,1.31,292.09,15.0,0,182,50.8,44.56667
110,5.576061026,135.0,168,2,1.31,292.09,16.7,360,182,50.8,44.56667
110,5.606019417,135.0,168,2,1.31,292.09,20.9,1080,182,50.8,44.56667
110,5.482857143,135.0,168,2,1.31,292.09,15.7,0,183,50.8,44.56667
110,5.519472954,135.0,168,2,1.31,292.09,29.1,720,183,50.8,44.56667
110,5.637642164,135.0,168,2,1.31,292.09,17.4,360,183,50.8,44.56667
110,5.694230236,135.0,168,2,1.31,292.09,26.4,1080,183,50.8,44.56667
110,5.241525659,135.0,168,2,1.31,292.09,30.1,1080,184,50.8,44.56667
110,5.667600555,135.0,168,2,1.31,292.09,18.7,360,184,50.8,44.56667
110,5.695894591,135.0,168,2,1.31,292.09,18.1,0,184,50.8,44.56667
110,5.704216366,135.0,168,2,1.31,292.09,31.0,720,184,50.8,44.56667
110,5.179944521,135.0,168,2,1.31,297.56,20.7,360,185,50.8,44.56667
110,5.253176144,135.0,168,2,1.31,297.56,21.0,0,185,50.8,44.56667
110,5.394646325,135.0,168,2,1.31,301.33,31.3,720,185,50.8,44.56667
110,5.434590846,135.0,168,2,1.31,296.82,29.7,1080,185,50.8,44.56667
110,5.198252427,135.0,168,2,1.31,298.27,30.2,1080,186,50.8,44.56667
110,5.308099861,135.0,168,2,1.31,293.22,20.4,0,186,50.8,44.56667
110,5.366352288,135.0,168,2,1.31,297.8,20.9,360,186,50.8,44.56667
110,5.414618585,135.0,168,2,1.31,301.39,30.7,720,186,50.8,44.56667
110,5.156643551,135.0,168,2,1.31,299.64,18.8,360,187,50.8,44.56667
110,5.231539528,135.0,168,2,1.31,291.99,18.6,0,187,50.8,44.56667
110,5.397975035,135.0,168,2,1.31,303.38,31.9,720,187,50.8,44.56667
110,5.436255201,135.0,168,2,1.31,299.73,31.6,1080,187,50.8,44.56667
110,5.293120666,135.0,168,2,1.31,303.09,33.7,720,188,50.8,44.56667
110,5.311428571,135.0,168,2,1.31,299.87,32.7,1080,188,50.8,44.56667
110,5.344715673,135.0,168,2,1.31,293.96,21.4,0,188,50.8,44.56667
110,5.349708738,135.0,168,2,1.31,300.09,22.6,360,188,50.8,44.56667
110,5.249847434,135.0,168,2,1.31,300.09,28.1,1080,189,50.8,44.56667
110,5.378002774,135.0,168,2,1.31,304.1,34.4,720,189,50.8,44.56667
110,5.421276006,135.0,168,2,1.31,294.44,22.1,0,189,50.8,44.56667
110,5.442912621,135.0,168,2,1.31,301.54,22.7,360,189,50.8,44.56667
110,5.166629681,135.0,168,2,1.31,301.54,25.8,0,190,50.8,44.56667
110,5.194923717,135.0,168,2,1.31,301.54,25.6,360,190,50.8,44.56667
110,5.254840499,135.0,168,2,1.31,301.54,27.9,720,190,50.8,44.56667
110,5.276477115,135.0,168,2,1.31,301.54,29.2,1080,190,50.8,44.56667
110,5.214895978,135.0,168,2,1.31,301.54,21.3,0,191,50.8,44.56667
110,5.456227462,135.0,168,2,1.31,301.54,20.3,360,191,50.8,44.56667
110,5.649292649,135.0,168,2,1.31,301.54,22.3,720,191,50.8,44.56667
110,5.650957004,135.0,168,2,1.31,301.54,19.9,1080,191,50.8,44.56667
110,5.502829404,135.0,168,2,1.31,301.54,18.7,1080,192,50.8,44.56667
110,5.655950069,135.0,168,2,1.31,301.54,17.6,0,192,50.8,44.56667
110,5.67925104,135.0,168,2,1.31,301.54,19.2,720,192,50.8,44.56667
110,5.680915395,135.0,168,2,1.31,301.54,15.8,360,192,50.8,44.56667
110,5.461220527,135.0,168,2,1.31,301.54,22.3,720,193,50.8,44.56667
110,5.479528433,135.0,168,2,1.31,301.54,19.7,1080,193,50.8,44.56667
110,5.522801664,135.0,168,2,1.31,301.54,13.3,0,193,50.8,44.56667
110,5.53445215,135.0,168,2,1.31,301.54,14.7,360,193,50.8,44.56667
110,5.54776699,135.0,168,2,1.31,301.54,13.7,0,194,50.8,44.56667
110,5.556088766,135.0,168,2,1.31,301.54,20.4,1080,194,50.8,44.56667
110,5.614341193,135.0,168,2,1.31,301.54,14.1,360,194,50.8,44.56667
110,5.629320388,135.0,168,2,1.31,301.54,20.6,720,194,50.8,44.56667
110,5.562746186,135.0,168,2,1.31,301.54,27.3,720,195,50.8,44.56667
110,5.574396671,135.0,168,2,1.31,301.54,14.5,0,195,50.8,44.56667
110,5.579389736,135.0,168,2,1.31,301.54,16.0,360,195,50.8,44.56667
110,5.587711512,135.0,168,2,1.31,301.54,23.9,1080,195,50.8,44.56667
110,5.472871012,135.0,168,2,1.31,301.54,24.7,1080,198,50.8,44.56667
110,5.494507628,135.0,168,2,1.31,301.54,22.8,720,198,50.8,44.56667
110,5.601026352,135.0,168,2,1.31,301.54,16.8,360,198,50.8,44.56667
110,5.619334258,135.0,168,2,1.31,301.54,16.0,0,198,50.8,44.56667
110,5.496171983,135.0,168,2,1.31,301.54,16.0,0,199,50.8,44.56667
110,5.504493759,135.0,168,2,1.31,301.54,26.3,1080,199,50.8,44.56667
110,5.517808599,135.0,168,2,1.31,301.54,27.8,720,199,50.8,44.56667
110,5.529459085,135.0,168,2,1.31,301.54,17.5,360,199,50.8,44.56667
110,5.639306519,135.0,168,2,1.31,301.54,23.8,1080,200,50.8,44.56667
110,5.664271845,135.0,168,2,1.31,301.54,18.6,360,200,50.8,44.56667
110,5.690901526,135.0,168,2,1.31,301.54,26.4,720,200,50.8,44.56667
110,5.725852982,135.0,168,2,1.31,301.54,17.8,0,200,50.8,44.56667
110,5.204909847,135.0,168,2,1.31,301.54,23.8,1080,201,50.8,44.56667
110,5.233203883,135.0,168,2,1.31,301.54,25.4,720,201,50.8,44.56667
110,5.68590846,135.0,168,2,1.31,301.54,14.4,0,201,50.8,44.56667
110,5.715866852,135.0,168,2,1.31,301.54,16.6,360,201,50.8,44.56667
110,5.183273232,135.0,168,2,1.31,301.54,18.6,1080,202,50.8,44.56667
110,5.191595007,135.0,168,2,1.31,301.54,17.6,720,202,50.8,44.56667
110,5.248183079,135.0,168,2,1.31,301.54,12.7,360,202,50.8,44.56667
110,5.26815534,135.0,168,2,1.31,301.54,13.3,0,202,50.8,44.56667
110,5.381331484,135.0,168,2,1.31,301.54,15.1,360,203,50.8,44.56667
110,5.40629681,135.0,168,2,1.31,301.54,14.7,0,203,50.8,44.56667
110,5.41295423,135.0,168,2,1.31,301.54,24.6,720,203,50.8,44.56667
110,5.427933426,135.0,168,2,1.31,301.54,24.3,1080,203,50.8,44.56667
110,5.298113731,135.0,168,2,1.31,293.53,16.5,360,204,50.8,44.56667
110,5.318085992,135.0,168,2,1.31,288.16,15.5,0,204,50.8,44.56667
110,5.336393897,135.0,168,2,1.31,288.16,17.8,1080,204,50.8,44.56667
110,5.358030513,135.0,168,2,1.31,288.16,19.1,720,204,50.8,44.56667
110,5.173287101,135.0,168,2,1.31,288.16,25.6,720,205,50.8,44.56667
110,5.26149792,135.0,168,2,1.31,288.16,25.2,1080,205,50.8,44.56667
110,5.321414702,135.0,168,2,1.31,288.16,14.2,0,205,50.8,44.56667
110,5.447905687,135.0,168,2,1.31,288.16,13.9,360,205,50.8,44.56667
110,5.193259362,135.0,168,2,1.31,288.16,15.3,360,206,50.8,44.56667
110,5.239861304,135.0,168,2,1.31,288.16,16.1,0,206,50.8,44.56667
110,5.363023578,135.0,168,2,1.31,288.16,27.1,1080,206,50.8,44.56667
110,5.364687933,135.0,168,2,1.31,288.16,27.3,720,206,50.8,44.56667
110,5.164965326,135.0,168,2,1.31,288.16,30.0,1080,207,50.8,44.56667
110,5.301442441,135.0,168,2,1.31,288.16,16.8,0,207,50.8,44.56667
110,5.386324549,135.0,168,2,1.31,288.16,31.3,720,207,50.8,44.56667
110,5.422940361,135.0,168,2,1.31,288.16,17.3,360,207,50.8,44.56667
110,5.219889043,135.0,168,2,1.31,288.16,34.4,720,208,50.8,44.56667
110,5.263162275,135.0,168,2,1.31,288.16,22.1,0,208,50.8,44.56667
110,5.269819695,135.0,168,2,1.31,288.16,19.8,360,208,50.8,44.56667
110,5.727517337,135.0,168,2,1.31,288.16,33.0,1080,208,50.8,44.56667
110,5.542773925,135.0,168,2,1.31,288.16,33.4,1080,209,50.8,44.56667
110,5.67592233,135.0,168,2,1.31,288.16,20.6,360,209,50.8,44.56667
110,5.719195562,135.0,168,2,1.31,288.16,20.8,0,209,50.8,44.56667
110,5.734174757,135.0,168,2,1.31,288.16,33.4,720,209,50.8,44.56667
110,5.469542302,135.0,168,2,1.31,288.16,19.1,360,210,50.8,44.56667
110,5.499500693,135.0,168,2,1.31,288.16,20.8,0,210,50.8,44.56667
110,5.591040222,135.0,168,2,1.31,288.16,20.2,1080,210,50.8,44.56667
110,5.599361997,135.0,168,2,1.31,288.16,22.8,720,210,50.8,44.56667
110,5.484521498,135.0,168,2,1.31,288.16,24.2,1080,211,50.8,44.56667
110,5.567739251,135.0,168,2,1.31,288.16,18.4,0,211,50.8,44.56667
110,5.572732316,135.0,168,2,1.31,288.16,16.3,360,211,50.8,44.56667
110,5.616005548,135.0,168,2,1.31,288.16,23.5,720,211,50.8,44.56667
110,5.203245492,135.0,168,2,1.31,288.16,26.4,1080,212,50.8,44.56667
110,5.6659362,135.0,168,2,1.31,288.16,15.5,360,212,50.8,44.56667
110,5.705880721,135.0,168,2,1.31,288.16,28.3,720,212,50.8,44.56667
110,5.709209431,135.0,168,2,1.31,288.16,15.3,0,212,50.8,44.56667
110,5.359694868,135.0,168,2,1.31,288.16,29.2,720,213,50.8,44.56667
110,5.424604716,135.0,168,2,1.31,288.16,28.7,1080,213,50.8,44.56667
110,5.426269071,135.0,168,2,1.31,288.16,15.9,360,213,50.8,44.56667
110,5.431262136,135.0,168,2,1.31,288.16,16.3,0,213,50.8,44.56667
110,5.199916782,135.0,168,2,1.31,288.16,19.5,360,214,50.8,44.56667
110,5.283134535,135.0,168,2,1.31,288.16,19.0,0,214,50.8,44.56667
110,5.346380028,135.0,168,2,1.31,288.16,26.1,1080,214,50.8,44.56667
110,5.451234397,135.0,168,2,1.31,288.16,30.5,720,214,50.8,44.56667
110,5.169958391,135.0,168,2,1.31,294.58,28.6,1080,215,50.8,44.56667
110,5.313092926,135.0,168,2,1.31,294.58,19.3,0,215,50.8,44.56667
110,5.404632455,135.0,168,2,1.31,294.58,29.1,720,215,50.8,44.56667
110,5.452898752,135.0,168,2,1.31,294.58,19.9,360,215,50.8,44.56667
110,5.246518724,135.0,168,2,1.31,291.25,20.2,0,216,50.8,44.56667
110,5.273148405,135.0,168,2,1.31,298.63,18.8,360,216,50.8,44.56667
110,5.702552011,135.0,168,2,1.31,299.38,30.9,1080,216,50.8,44.56667
110,5.729181692,135.0,168,2,1.31,303.83,32.3,720,216,50.8,44.56667
110,5.462884882,135.0,168,2,1.31,301.69,32.1,1080,217,50.8,44.56667
110,5.506158114,135.0,168,2,1.31,301.83,21.5,360,217,50.8,44.56667
110,5.532787795,135.0,168,2,1.31,306.5,32.7,720,217,50.8,44.56667
110,5.654285714,135.0,168,2,1.31,296.02,21.3,0,217,50.8,44.56667
110,5.546102635,135.0,168,2,1.31,295.51,21.4,0,218,50.8,44.56667
110,5.559417476,135.0,168,2,1.31,303.61,33.6,720,218,50.8,44.56667
110,5.561081831,135.0,168,2,1.31,297.43,32.3,1080,218,50.8,44.56667
110,5.634313454,135.0,168,2,1.31,301.06,19.2,360,218,50.8,44.56667
110,5.206574202,135.0,168,2,1.31,301.06,31.9,720,219,50.8,44.56667
110,5.28479889,135.0,168,2,1.31,301.06,31.2,1080,219,50.8,44.56667
110,5.471206657,135.0,168,2,1.31,292.39,23.0,0,219,50.8,44.56667
110,5.692565881,135.0,168,2,1.31,298.81,21.1,360,219,50.8,44.56667
110,5.221553398,135.0,168,2,1.31,298.81,20.3,360,220,50.8,44.56667
110,5.244854369,135.0,168,2,1.31,298.81,32.1,1080,220,50.8,44.56667
110,5.314757282,135.0,168,2,1.31,298.81,34.5,720,220,50.8,44.56667
110,5.361359223,135.0,168,2,1.31,298.81,20.0,0,220,50.8,44.56667
110,5.304771151,135.0,168,2,1.31,295.84,22.1,360,221,50.8,44.56667
110,5.512815534,135.0,168,2,1.31,295.99,31.6,1080,221,50.8,44.56667
110,5.514479889,135.0,168,2,1.31,295.99,23.6,0,221,50.8,44.56667
110,5.597697642,135.0,168,2,1.31,301.24,34.1,720,221,50.8,44.56667
110,5.26482663,135.0,168,2,1.31,298.21,20.3,360,222,50.8,44.56667
110,5.353037448,135.0,168,2,1.31,298.5,28.7,1080,222,50.8,44.56667
110,5.407961165,135.0,168,2,1.31,303.26,28.4,720,222,50.8,44.56667
110,5.642635229,135.0,168,2,1.31,291.13,23.5,0,222,50.8,44.56667
110,5.356366158,135.0,168,2,1.31,303.19,29.5,720,223,50.8,44.56667
110,5.411289875,135.0,168,2,1.31,299.64,19.9,360,223,50.8,44.56667
110,5.41628294,135.0,168,2,1.31,296.83,30.2,1080,223,50.8,44.56667
110,5.454563107,135.0,168,2,1.31,293.96,21.4,0,223,50.8,44.56667
110,5.148321775,135.0,168,2,1.31,297.04,20.6,360,224,50.8,44.56667
110,5.213231623,135.0,168,2,1.31,300.98,33.2,720,224,50.8,44.56667
110,5.39963939,135.0,168,2,1.31,291.26,19.6,0,224,50.8,44.56667
110,5.670929265,135.0,168,2,1.31,298.28,31.3,1080,224,50.8,44.56667
110,5.489514563,135.0,168,2,1.31,302.92,32.1,720,225,50.8,44.56667
110,5.526130374,135.0,168,2,1.31,299.67,24.4,360,225,50.8,44.56667
110,5.627656033,135.0,168,2,1.31,300.16,32.2,1080,225,50.8,44.56667
110,5.652621359,135.0,168,2,1.31,292.08,22.4,0,225,50.8,44.56667
110,5.171622746,135.0,168,2,1.31,298.73,28.1,1080,226,50.8,44.56667
110,5.467877947,135.0,168,2,1.31,297.55,19.1,360,226,50.8,44.56667
110,5.582718447,135.0,168,2,1.31,294.49,22.3,0,226,50.8,44.56667
110,5.67259362,135.0,168,2,1.31,302.92,28.4,720,226,50.8,44.56667
110,5.229875173,135.0,168,2,1.31,303.14,29.1,720,227,50.8,44.56667
110,5.339722607,135.0,168,2,1.31,298.85,17.1,360,227,50.8,44.56667
110,5.39631068,135.0,168,2,1.31,293.56,17.1,0,227,50.8,44.56667
110,5.617669903,135.0,168,2,1.31,295.94,28.5,1080,227,50.8,44.56667
110,5.341386963,135.0,168,2,1.31,297.38,17.3,360,228,50.8,44.56667
110,5.581054092,135.0,168,2,1.31,297.38,27.2,1080,228,50.8,44.56667
110,5.640970874,135.0,168,2,1.31,297.38,27.9,720,228,50.8,44.56667
110,5.710873786,135.0,168,2,1.31,292.28,19.2,0,228,50.8,44.56667
110,5.161636616,135.0,168,2,1.31,298.88,25.0,1080,229,50.8,44.56667
110,5.52779473,135.0,168,2,1.31,297.53,16.4,360,229,50.8,44.56667
110,5.594368932,135.0,168,2,1.31,297.53,17.7,0,229,50.8,44.56667
110,5.717531207,135.0,168,2,1.31,303.07,26.4,720,229,50.8,44.56667
110,5.201581137,135.0,168,2,1.31,300.56,17.8,360,230,50.8,44.56667
110,5.218224688,135.0,168,2,1.31,305.65,33.5,720,230,50.8,44.56667
110,5.371345354,135.0,168,2,1.31,300.89,32.8,1080,230,50.8,44.56667
110,5.449570042,135.0,168,2,1.31,294.05,18.7,0,230,50.8,44.56667
110,5.28147018,135.0,168,2,1.31,294.51,19.8,0,231,50.8,44.56667
110,5.589375867,135.0,168,2,1.31,304.87,35.9,720,231,50.8,44.56667
110,5.630984743,135.0,168,2,1.31,297.28,33.1,1080,231,50.8,44.56667
110,5.714202497,135.0,168,2,1.31,302.24,16.9,360,231,50.8,44.56667
110,5.154979196,135.0,168,2,1.31,295.7,31.6,1080,232,50.8,44.56667
110,5.228210818,135.0,168,2,1.31,299.8,33.0,720,232,50.8,44.56667
110,5.501165049,135.0,168,2,1.31,292.21,20.6,0,232,50.8,44.56667
110,5.674257975,135.0,168,2,1.31,296.33,17.8,360,232,50.8,44.56667
110,5.226546463,135.0,168,2,1.31,296.33,34.0,720,233,50.8,44.56667
110,5.333065187,135.0,168,2,1.31,296.33,19.2,360,233,50.8,44.56667
110,5.389653259,135.0,168,2,1.31,296.33,29.7,1080,233,50.8,44.56667
110,5.439583911,135.0,168,2,1.31,291.67,21.2,0,233,50.8,44.56667
110,5.174951456,135.0,168,2,1.31,291.67,23.0,1080,234,50.8,44.56667
110,5.326407767,135.0,168,2,1.31,291.67,17.8,360,234,50.8,44.56667
110,5.348044383,135.0,168,2,1.31,291.67,19.1,0,234,50.8,44.56667
110,5.379667129,135.0,168,2,1.31,291.67,22.7,720,234,50.8,44.56667
110,5.27148405,135.0,168,2,1.31,291.67,17.9,0,235,50.8,44.56667
110,5.644299584,135.0,168,2,1.31,291.67,25.5,720,235,50.8,44.56667
110,5.699223301,135.0,168,2,1.31,291.67,15.7,360,235,50.8,44.56667
110,5.720859917,135.0,168,2,1.31,291.67,23.2,1080,235,50.8,44.56667
110,5.491178918,135.0,168,2,1.31,291.67,14.5,360,236,50.8,44.56667
110,5.53112344,135.0,168,2,1.31,291.67,15.0,0,236,50.8,44.56667
110,5.584382802,135.0,168,2,1.31,291.67,20.7,1080,236,50.8,44.56667
110,5.625991678,135.0,168,2,1.31,291.67,22.4,720,236,50.8,44.56667
110,5.158307906,135.0,168,2,1.31,291.67,21.1,720,237,50.8,44.56667
110,5.316421637,135.0,168,2,1.31,291.67,14.5,360,237,50.8,44.56667
110,5.492843273,135.0,168,2,1.31,291.67,18.0,1080,237,50.8,44.56667
110,5.735839112,135.0,168,2,1.31,291.67,14.1,0,237,50.8,44.56667
110,5.369680999,135.0,168,2,1.31,291.67,19.8,720,238,50.8,44.56667
110,5.384660194,135.0,168,2,1.31,291.67,13.4,0,238,50.8,44.56667
110,5.624327323,135.0,168,2,1.31,291.67,19.4,1080,238,50.8,44.56667
110,5.712538141,135.0,168,2,1.31,291.67,9.3,360,238,50.8,44.56667
110,5.159972261,135.0,168,2,1.31,291.67,12.1,0,239,50.8,44.56667
110,5.343051318,135.0,168,2,1.31,291.67,21.8,1080,239,50.8,44.56667
110,5.437919556,135.0,168,2,1.31,291.67,11.5,360,239,50.8,44.56667
110,5.632649098,135.0,168,2,1.31,291.67,19.3,720,239,50.8,44.56667
110,5.196588072,135.0,168,2,1.31,291.67,22.4,720,240,50.8,44.56667
110,5.441248266,135.0,168,2,1.31,291.67,19.2,1080,240,50.8,44.56667
110,5.586047157,135.0,168,2,1.31,291.67,14.3,0,240,50.8,44.56667
110,5.635977809,135.0,168,2,1.31,291.67,14.8,360,240,50.8,44.56667
110,5.144993065,135.0,168,2,1.31,291.67,8.2,0,241,50.8,44.56667
110,5.466213592,135.0,168,2,1.31,291.67,19.0,720,241,50.8,44.56667
110,5.521137309,135.0,168,2,1.31,291.67,6.8,360,241,50.8,44.56667
110,5.687572816,135.0,168,2,1.31,291.67,20.2,1080,241,50.8,44.56667
110,5.209902913,135.0,168,2,1.31,291.67,6.2,360,242,50.8,44.56667
110,5.351373093,135.0,168,2,1.31,291.67,23.8,720,242,50.8,44.56667
110,5.373009709,135.0,168,2,1.31,291.67,8.5,0,242,50.8,44.56667
110,5.401303745,135.0,168,2,1.31,291.67,22.5,1080,242,50.8,44.56667
110,5.211567268,135.0,168,2,1.31,291.67,10.3,0,243,50.8,44.56667
110,5.459556172,135.0,168,2,1.31,294.54,26.3,720,243,50.8,44.56667
110,5.564410541,135.0,168,2,1.31,287.68,23.9,1080,243,50.8,44.56667
110,5.66926491,135.0,168,2,1.31,288.82,7.8,360,243,50.8,44.56667
138,5.992149792,225.0,180,3,0.98,288.82,18.5,720,152,52.65,42.73333
138,6.042080444,225.0,180,3,0.98,288.82,20.9,1080,152,52.65,42.73333
138,6.121969487,225.0,180,3,0.98,288.82,12.8,0,152,52.65,42.73333
138,6.168571429,225.0,180,3,0.98,288.82,10.1,360,152,52.65,42.73333
